name,state_id,lat,lon,population,is_capital
Connersville,IN,39.6411589,-85.1410748,13481,0
Olympia Heights,FL,25.726768,-80.3553306,13488,0
River Ridge,LA,29.9602043,-90.2156316,13494,0
Wixom,MI,42.5247555,-83.5363268,13498,0
Sweetwater,FL,25.7634334,-80.3731086,13499,0
Auburndale,FL,28.0652975,-81.7886906,13507,0
New Ulm,MN,44.3124626,-94.4605287,13522,0
Hockessin,DE,39.7876112,-75.6966001,13527,0
Leland,NC,34.2562806,-78.0447143,13527,0
Glenmont,MD,39.0578867,-77.0496999,13529,0
University Heights,OH,41.4978306,-81.5373456,13539,0
Levelland,TX,33.5873164,-102.37796,13542,0
Warrensville Heights,OH,41.4350535,-81.5362327,13542,0
Kerman,CA,36.7235572,-120.059879,13544,0
Hewitt,TX,31.4623902,-97.1958377,13549,0
Riverdale,IL,41.6333678,-87.6331021,13549,0
Warsaw,IN,41.2381001,-85.8530469,13559,0
Sharonville,OH,39.2681136,-84.4132746,13560,0
Berea,KY,37.568694,-84.2963224,13561,0
Jericho,NY,40.7920441,-73.5398476,13567,0
Miami,OK,36.8784620006,-94.9012384885,13570,0
Otsego,MN,45.2741314,-93.5913502,13571,0
Metuchen,NJ,40.5431598,-74.3632049,13574,0
Worthington,OH,40.0931191,-83.017962,13575,0
La Grange Park,IL,41.8347535,-87.861726,13579,0
Brainerd,MN,46.3580221,-94.2008288,13590,0
Oldsmar,FL,28.0341847,-82.6650992,13591,0
Hampton Bays,NY,40.8689892,-72.5175893,13603,0
San Elizario,TX,31.5851146,-106.2727573,13603,0
Wauconda,IL,42.2589122,-88.1392474,13603,0
McMinnville,TN,35.683404,-85.7699816,13605,0
West Freehold,NJ,40.2420556,-74.301258,13613,0
Harrison,NJ,40.7464901,-74.1562551,13620,0
The Dalles,OR,45.5945645,-121.1786823,13620,0
Middlesex,NJ,40.572603,-74.4926541,13635,0
Morris,IL,41.357254,-88.4211785,13636,0
Beach Park,IL,42.4222435,-87.8572955,13638,0
Pierre,SD,44.3683156,-100.3509665,13646,1
Richton Park,IL,41.484479,-87.7033787,13646,0
Brecksville,OH,41.3197763,-81.6267904,13656,0
Mount Holly,NC,35.2981943,-81.0159081,13656,0
Olivehurst,CA,39.0954484,-121.5521858,13656,0
Longwood,FL,28.7030519,-81.3384011,13657,0
Chippewa Falls,WI,44.9369054,-91.3929348,13661,0
Washington,PA,40.17396,-80.2461714,13663,0
Marshall,MN,44.4469033,-95.7883541,13680,0
Moss Point,MS,30.4115881,-88.5344601,13704,0
North Adams,MA,42.700915,-73.1087148,13708,0
Streator,IL,41.1208668,-88.835352,13710,0
Henderson,TX,32.1532157,-94.7993802,13712,0
Sienna Plantation,TX,29.4860708,-95.5079991,13721,0
Salida,CA,37.7057623,-121.0849369,13722,0
Stony Brook,NY,40.9256538,-73.140943,13740,0
Greenlawn,NY,40.8689871,-73.3651185,13742,0
Hurricane,UT,37.1752607,-113.2899484,13748,0
North Myrtle Beach,SC,33.8160058,-78.680016,13752,0
Las Vegas,NM,35.5939325,-105.2238969,13753,0
Butler,PA,40.8611755,-79.8953328,13757,0
Jackson,MO,37.3822732,-89.6662064,13758,0
Clarksburg,MD,39.2387164,-77.2794288,13766,0
Wood Dale,IL,41.9633625,-87.9789562,13770,0
Swampscott,MA,42.4709296,-70.9175487,13787,0
Ladson,SC,32.9857275,-80.1098123,13790,0
Waukee,IA,41.6116552,-93.8852266,13790,0
Homosassa Springs,FL,28.8035939,-82.5759329,13791,0
Miami Springs,FL,25.8223198,-80.289495,13809,0
Oak Park,CA,34.1791716,-118.7628685,13811,0
Ammon,ID,43.4696366,-111.9666355,13816,0
Martinsville,VA,36.6915262,-79.8725386,13821,0
Lake Mary,FL,28.7588833,-81.3178446,13822,0
Stallings,NC,35.0907026,-80.6861799,13831,0
Rio Grande City,TX,26.3797874,-98.8203046,13834,0
Fairview,NJ,40.8126006,-73.999028,13835,0
Perry,GA,32.4582066,-83.7315723,13839,0
Gardendale,AL,33.6601033,-86.8127702,13893,0
Baker,LA,30.5882429,-91.168163,13895,0
Oneonta,NY,42.4528571,-75.0637746,13901,0
Happy Valley,OR,45.446787,-122.5303688,13903,0
Mill Valley,CA,37.9060368,-122.5449763,13903,0
Clemson,SC,34.6834382,-82.8373654,13905,0
Chubbuck,ID,42.9207477,-112.4660912,13922,0
Greenwood Village,CO,39.6172101,-104.9508141,13925,0
Collingswood,NJ,39.9181686,-75.071284,13926,0
Lady Lake,FL,28.9174855,-81.9228604,13926,0
Powder Springs,GA,33.8595492,-84.683824,13940,0
College Park,GA,33.6534427,-84.4493725,13942,0
Whitehall,PA,40.3611806,-79.9908855,13944,0
South Venice,FL,27.0531128,-82.4242628,13949,0
Tavares,FL,28.8041579,-81.725632,13951,0
Robbinsdale,MN,45.032187,-93.3385614,13953,0
Orange,CT,41.2784304,-73.0256609,13956,0
Villa Rica,GA,33.732052,-84.9191081,13956,0
Orangeburg,SC,33.4918203,-80.8556476,13964,0
Moberly,MO,39.4183689,-92.4382367,13974,0
Allouez,WI,44.4774923,-88.0162144,13975,0
Indiana,PA,40.6214551,-79.1525349,13975,0
Sun Lakes,AZ,33.2111623,-111.8754166,13975,0
Highland Park,NJ,40.4959379,-74.4243178,13982,0
Washington,MO,38.5581072,-91.0120878,13982,0
Elfers,FL,28.2166778,-82.7223228,13986,0
Lyndhurst,OH,41.5200523,-81.4887315,14001,0
Manatí,PR,18.4274472,-66.4921159,14011,0
Fort Payne,AL,34.4442547,-85.7196893,14012,0
Rocky Point,NY,40.9525987,-72.9253805,14014,0
Glasgow,KY,36.995884,-85.9119215,14028,0
Sharon,PA,41.2331116,-80.4934035,14038,0
Shelbyville,KY,38.2120144,-85.2235666,14045,0
Greendale,WI,42.9405711,-87.9959191,14046,0
Hickory Hills,IL,41.7255879,-87.825055,14049,0
Apollo Beach,FL,27.7730836,-82.4075935,14055,0
Dunmore,PA,41.4198027,-75.6324112,14057,0
Rosedale,CA,35.3835708,-119.1453834,14058,0
New Cassel,NY,40.7589892,-73.5695712,14059,0
Dentsville,SC,34.0640426,-80.9581451,14062,0
Williamsburg,VA,37.2707022,-76.7074571,14068,0
Red Bluff,CA,40.1784886,-122.2358302,14076,0
Marietta,OH,39.415352,-81.4548436,14085,0
Hernando,MS,34.823987,-89.9937018,14090,0
Washougal,WA,45.5826188,-122.3534247,14095,0
Winder,GA,33.9926098,-83.720171,14099,0
Hazel Crest,IL,41.571701,-87.6944915,14100,0
Katy,TX,29.7857853,-95.8243956,14102,0
Sunland Park,TX,31.8187951,-106.5932385,14106,0
Whitefish Bay,WI,43.1133445,-87.9000856,14110,0
California City,CA,35.125801,-117.9859038,14120,0
Five Forks,SC,34.8048415,-82.2295589,14140,0
Sault Sainte Marie,MI,46.4952997,-84.3453169,14144,0
Graham,NC,36.0690258,-79.4005756,14153,0
West Park,FL,25.984536,-80.1989362,14156,0
Zionsville,IN,39.9508733,-86.261937,14160,0
Forest Park,IL,41.8794758,-87.81367,14167,0
Willowick,OH,41.6331034,-81.4687274,14171,0
Elizabethton,TN,36.3487196,-82.2106876,14176,0
Hutchinson,MN,44.8877401,-94.3697057,14178,0
Beech Grove,IN,39.7219884,-86.0899847,14192,0
Washington Court House,OH,39.5364511,-83.4390843,14192,0
Mountain Home,ID,43.1329504,-115.6911975,14206,0
Murraysville,NC,34.2957248,-77.8474841,14215,0
Hartford,WI,43.3177794,-88.3789862,14223,0
Lake Wales,FL,27.9014133,-81.5859099,14225,0
New Franklin,OH,40.9417229,-81.541508,14227,0
Gantt,SC,34.800118,-82.4242907,14229,0
Gibsonton,FL,27.8536365,-82.3825931,14234,0
Alpine,CA,32.8350521,-116.7664109,14236,0
Harper Woods,MI,42.4330924,-82.9240833,14236,0
Hawaiian Gardens,CA,33.8314045,-118.0728424,14254,0
Hartselle,AL,34.4434282,-86.9352842,14255,0
Hershey,PA,40.2859239,-76.6502468,14257,0
Moultrie,GA,31.179908,-83.7890631,14268,0
Manassas Park,VA,38.7840035,-77.4697111,14273,0
Los Osos,CA,35.3110858,-120.8324006,14276,0
Maumee,OH,41.5628294,-83.6538244,14286,0
Somerton,AZ,32.5964404,-114.709677,14287,0
Berea,SC,34.8853951,-82.4559571,14295,0
Ripon,CA,37.741595,-121.1243828,14297,0
Glasgow,DE,39.6048338,-75.7452119,14303,0
Phelan,CA,34.4261089,-117.572275,14304,0
Chicago Ridge,IL,41.7014217,-87.7792196,14305,0
Manorville,NY,40.8737096,-72.8078791,14314,0
Pottsville,PA,40.6856456,-76.195499,14324,0
Woodcrest,CA,33.8822392,-117.3572651,14347,0
Jasper,AL,33.8312185,-87.2775053,14352,0
Brookside,DE,39.6670561,-75.7268779,14353,0
Fort Mohave,AZ,35.0003955,-114.57485,14364,0
Cutlerville,MI,42.8408622,-85.663638,14370,0
Carthage,MO,37.176447,-94.3102228,14378,0
Whitewater,WI,42.8336205,-88.7323272,14390,0
Callaway,FL,30.1529791,-85.5699252,14405,0
Tehachapi,CA,35.1321878,-118.4489739,14414,0
Antioch,IL,42.4772418,-88.0956396,14430,0
Front Royal,VA,38.9181671,-78.1944446,14440,0
Olean,NY,42.077565,-78.4297419,14452,0
Yankton,SD,42.8711088,-97.3972813,14454,0
Lindenhurst,IL,42.4105765,-88.0261911,14462,0
Ramsey,NJ,41.0573188,-74.1409771,14473,0
Lebanon,MO,37.6805968,-92.6637865,14474,0
East Islip,NY,40.7320429,-73.1856703,14475,0
Fraser,MI,42.539202,-82.9493652,14480,0
South Farmingdale,NY,40.7206555,-73.4401232,14486,0
Tenafly,NJ,40.9253766,-73.9629154,14488,0
Parlier,CA,36.6116174,-119.5270734,14494,0
Lincoln,IL,40.1483768,-89.3648183,14504,0
La Marque,TX,29.3685674,-94.9713134,14509,0
Greece,NY,43.2097838,-77.6930602,14519,0
Reidsville,NC,36.3548586,-79.6644748,14520,0
Warrington,FL,30.3840876,-87.2749721,14531,0
Dickson,TN,36.0770048,-87.3877899,14538,0
Altoona,IA,41.6441557,-93.4646571,14541,0
Northview,MI,43.0455825,-85.6005862,14541,0
Jacksonville,TX,31.963778,-95.2705042,14544,0
Lake Saint Louis,MO,38.797552,-90.7856848,14545,0
Pineville,LA,31.3224044,-92.4343035,14555,0
Thibodaux,LA,29.7957633,-90.822871,14566,0
Druid Hills,GA,33.7803832,-84.336036,14568,0
Alamo,CA,37.8502033,-122.032184,14570,0
Bellevue,WI,44.44416,-87.920099,14570,0
Norridge,IL,41.9633641,-87.827284,14572,0
Corinth,MS,34.9342548,-88.5222702,14573,0
Valle Vista,CA,33.7477981,-116.8933555,14578,0
Dallas,OR,44.9192844,-123.3170472,14583,0
Groveton,VA,38.7673362,-77.0847004,14598,0
Foley,AL,30.4065868,-87.6835974,14618,0
Chaparral,NM,32.0351012,-106.4183209,14631,0
Millbrook,AL,32.4798575,-86.3619163,14640,0
Colesville,MD,39.0756643,-77.0019212,14647,0
Waycross,GA,31.2135511,-82.3540178,14649,0
Forney,TX,32.7481845,-96.4719312,14661,0
Parkway,CA,38.4960185,-121.458843,14670,0
Hollins,VA,37.3412463,-79.9430952,14673,0
Traverse City,MI,44.7630567,-85.6206317,14674,0
Dumas,TX,35.8655949,-101.9732353,14691,0
Hutto,TX,30.5426995,-97.5466702,14698,0
Glens Falls,NY,43.3095164,-73.6440058,14700,0
Canton,IL,40.5580945,-90.0351167,14704,0
Jennings,MO,38.7192175,-90.2603903,14712,0
Williston,ND,48.1469683,-103.6179745,14716,0
Republic,MO,37.1200526,-93.4801942,14751,0
Imperial,CA,32.8475529,-115.5694391,14758,0
Scottsboro,AL,34.6723069,-86.0341463,14770,0
Glen Allen,VA,37.665978,-77.5063739,14774,0
Cullman,AL,34.1748208,-86.8436124,14775,0
Sterling,CO,40.6255415,-103.207709,14777,0
Indianola,IA,41.3580484,-93.5574376,14782,0
West University Place,TX,29.7180075,-95.4338292,14787,0
Hammonton,NJ,39.6365056,-74.8023853,14791,0
Long Beach,MS,30.3504751,-89.1528176,14792,0
New Haven,IN,41.0706042,-85.0144124,14794,0
East Highland Park,VA,37.5809789,-77.4069263,14796,0
Sierra Vista Southeast,AZ,31.4524491,-110.2159717,14797,0
Sevierville,TN,35.8681455,-83.561835,14807,0
Midlothian,IL,41.6253116,-87.7175491,14819,0
Los Lunas,NM,34.806166,-106.7333599,14835,0
Seagoville,TX,32.6395776,-96.5383228,14835,0
Saint John,IN,41.4500356,-87.4700381,14850,0
Bloomsburg,PA,41.003698,-76.4549457,14855,0
Deming,NM,32.2686981,-107.7586404,14855,0
Englewood,FL,26.9620053,-82.3525952,14863,0
Weston,WI,44.9008196506,-89.5647933439,14868,0
Alexander City,AL,32.944012,-85.9538532,14875,0
Greensburg,PA,40.3014581,-79.5389289,14892,0
North New Hyde Park,NY,40.7431574,-73.6931861,14899,0
Hudson,MA,42.3917599,-71.5661769,14907,0
Ozark,AL,31.4590576,-85.6404932,14907,0
New Port Richey,FL,28.2441768,-82.7192671,14911,0
Phillipsburg,NJ,40.6937099,-75.1901761,14950,0
New River,AZ,33.9158687,-112.1359906,14952,0
Aberdeen,MD,39.5095556,-76.1641197,14959,0
Zachary,LA,30.6485191,-91.1564961,14960,0
Pataskala,OH,39.9956193,-82.6743341,14962,0
Berkley,MI,42.5030909,-83.1835389,14970,0
Bull Run,VA,38.783726,-77.5205454,14983,0
West Columbia,SC,33.9934867,-81.0739826,14988,0
River Falls,WI,44.8613563,-92.6238083,15000,0
Fillmore,CA,34.3991639,-118.918154,15002,0
Eggertsville,NY,42.963391,-78.8039226,15019,0
Boulder City,NV,35.9785912,-114.8324851,15023,0
Jasper,IN,38.3914418,-86.9311094,15038,0
Scottsbluff,NE,41.8666341,-103.6671662,15039,0
Siloam Springs,AR,36.1881365,-94.5404962,15039,0
Pacific Grove,CA,36.6177375,-121.9166215,15041,0
Highland Village,TX,33.091788,-97.0466759,15056,0
Fort Leonard Wood,MO,37.7057537,-92.157212,15061,0
Greeneville,TN,36.1631575,-82.8309861,15062,0
Adelphi,MD,39.0031656,-76.97192,15086,0
Portland,TX,27.8772463,-97.3238805,15099,0
Rio Linda,CA,38.6910138,-121.4485654,15106,0
Lamont,CA,35.2596833,-118.9142666,15120,0
Humble,TX,29.9988312,-95.2621553,15133,0
Riverdale,GA,33.5726113,-84.4132594,15134,0
Washington,IL,40.7036482,-89.4073123,15134,0
Westbury,NY,40.7556561,-73.5876273,15146,0
Hopatcong,NJ,40.9328763,-74.6593281,15147,0
Belvedere Park,GA,33.7548277,-84.2674222,15152,0
Johnson City,NY,42.1156308,-75.9588092,15174,0
Brunswick,ME,43.9145244,-69.9653278,15175,0
Hope Mills,NC,34.9704419,-78.9453056,15176,0
McKinleyville,CA,40.9465152,-124.1006205,15177,0
Kapolei,HI,21.33371,-158.06562,15186,0
New Territory,TX,29.5941245,-95.680781,15186,0
Fords,NJ,40.5292715,-74.3159809,15187,0
Taylor,TX,30.5707551,-97.4094438,15191,0
Owosso,MI,42.9978049,-84.1766359,15194,0
Conyers,GA,33.6676103,-84.0176904,15195,0
Greenwood,MS,33.5162315,-90.1795281,15205,0
Kuna,ID,43.4918307,-116.4201223,15210,0
Merrifield,VA,38.8742786,-77.2269262,15212,0
Opa-locka,FL,25.9023168,-80.2503271,15219,0
Vero Beach,FL,27.6386434,-80.3972736,15220,0
Cahokia,IL,38.5708849,-90.1901113,15241,0
Vandalia,OH,39.8906122,-84.1988308,15246,0
Clearlake,CA,38.9562556755,-122.643928573,15250,0
Mitchell,SD,43.7094283,-98.0297992,15254,0
Newton,IA,41.6997129,-93.0479756,15254,0
Damascus,MD,39.2884381,-77.2038717,15257,0
Shively,KY,38.2000701,-85.8227413,15264,0
Newport,KY,39.091449,-84.4957757,15273,0
Mesquite,NV,36.8055312,-114.0671903,15276,0
Mount Vernon,IL,38.3172715,-88.9031201,15277,0
Hanover,PA,39.8006554,-76.9830358,15289,0
Seaford,NY,40.6659344,-73.4881809,15294,0
Ham Lake,MN,45.2502429,-93.2499508,15296,0
Payson,AZ,34.2308684,-111.3251355,15301,0
Depew,NY,42.9039476,-78.6922515,15303,0
Wailuku,HI,20.8896075,-156.5010595,15313,0
Fairhope,AL,30.5229719,-87.9033261,15326,0
Centerville,UT,40.9180005,-111.8721601,15335,0
Storrs,CT,41.8084314,-72.2495231,15344,0
Cibolo,TX,29.561618,-98.2269553,15349,0
Suwanee,GA,34.0514898,-84.0712997,15355,0
Henderson,NC,36.3295905,-78.3991638,15368,0
Hereford,TX,34.8150622,-102.3977036,15370,0
Sterling,IL,41.788642,-89.6962194,15370,0
Forrest City,AR,35.0081474,-90.7898342,15371,0
Grandville,MI,42.9097484,-85.7630885,15378,0
Bostonia,CA,32.8075509,-116.9364153,15379,0
Brunswick,GA,31.1499528,-81.4914894,15383,0
North Arlington,NJ,40.788434,-74.1331988,15392,0
Kenmore,NY,42.9658907,-78.8700361,15423,0
Great Falls,VA,38.9981653,-77.2883157,15427,0
Jamestown,ND,46.9105438,-98.7084357,15427,0
Elkton,MD,39.6067789,-75.8332718,15443,0
Clive,IA,41.6030446,-93.7241104,15447,0
Sulphur Springs,TX,33.138448,-95.6010668,15449,0
Buffalo,MN,45.1719084,-93.8746941,15453,0
Kaukauna,WI,44.2780432,-88.2720503,15462,0
Batavia,NY,42.9981156,-78.1875167,15465,0
Farmingville,NY,40.8312096,-73.029552,15481,0
Mastic,NY,40.8020431,-72.8409359,15481,0
Lithia Springs,GA,33.7939953,-84.6604899,15491,0
Avenal,CA,36.0041223,-120.1290272,15505,0
Lebanon,OR,44.5365119,-122.9070339,15518,0
Highland,UT,40.4499502,-111.7702084,15523,0
Eden,NC,36.4884715,-79.7667026,15527,0
Alum Rock,CA,37.3660513,-121.8271756,15536,0
Beacon,NY,41.5048159,-73.9695832,15541,0
Oroville,CA,39.5137752,-121.556359,15546,0
Aurora,OH,41.3175549,-81.3453858,15548,0
La Grange,IL,41.8050314,-87.8692254,15550,0
Kingstowne,VA,38.762412,-77.1444394,15556,0
Mount Pleasant,TX,33.1567863,-94.968269,15564,0
Williamstown,NJ,39.6862263,-74.995168,15567,0
La Palma,CA,33.846404,-118.0467306,15568,0
Mercedes,TX,26.1497977,-97.9136112,15570,0
Elkridge,MD,39.2126073,-76.7135814,15593,0
Stuart,FL,27.197548,-80.2528257,15593,0
Shorewood,IL,41.5200305,-88.2017293,15615,0
Blytheville,AR,35.9272953,-89.9189754,15620,0
Bryn Mawr-Skyway,WA,47.4947298,-122.2414215,15645,0
Calhoun,GA,34.502587,-84.9510542,15650,0
Bay Village,OH,41.4847663,-81.9220845,15651,0
Gloversville,NY,43.0528506,-74.3437467,15665,0
Talladega,AL,33.4359416,-86.1058048,15676,0
Vienna,VA,38.9012225,-77.2652604,15687,0
Highland Springs,VA,37.5459791,-77.3277568,15711,0
Brenham,TX,30.1668828,-96.3977442,15716,0
Rye,NY,40.9806536,-73.6837399,15720,0
Waterville,ME,44.5520105,-69.6317121,15722,0
Willow Grove,PA,40.1439985,-75.1157286,15726,0
Dixon,IL,41.8389213,-89.4795478,15733,0
Gatesville,TX,31.4351645,-97.743911,15751,0
Maitland,FL,28.6277767,-81.3631244,15751,0
Uvalde,TX,29.2096836,-99.7861679,15751,0
Tahlequah,OK,35.9193174006,-94.9937390885,15753,0
Roanoke Rapids,NC,36.4615395,-77.6541464,15754,0
La Vista,NE,41.1838878,-96.031127,15758,0
Oconomowoc,WI,43.1116731,-88.4992659,15759,0
Anacortes,WA,48.5126045,-122.6126718,15778,0
Longmeadow,MA,42.0500953,-72.5828662,15784,0
Lebanon,IN,40.0483744,-86.4691677,15792,0
Natchez,MS,31.5604442,-91.403171,15792,0
Donna,TX,26.1703525,-98.05195,15798,0
Hybla Valley,VA,38.7476143,-77.0830337,15801,0
Terrell,TX,32.7359626,-96.2752569,15816,0
Canby,OR,45.2628986,-122.6925923,15829,0
Madison,NJ,40.7598227,-74.417097,15845,0
Port Washington,NY,40.8256561,-73.6981858,15846,0
Durant,OK,33.9979335006,-96.3946070885,15856,0
Sunnyside,WA,46.3237423,-120.0086538,15858,0
Floral Park,NY,40.7237133,-73.7048532,15863,0
Aldine,TX,29.932445,-95.3802149,15869,0
Myrtle Grove,FL,30.4210312,-87.3074736,15870,0
Pearl River,NY,41.0589855,-74.0218063,15876,0
Sartell,MN,45.6216319,-94.2069365,15876,0
Bradley,IL,41.1419768,-87.8611535,15895,0
Albemarle,NC,35.3501426,-80.2000578,15903,0
Crawfordsville,IN,40.0411536,-86.8744516,15915,0
Goodlettsville,TN,36.3231067,-86.7133302,15921,0
Parole,MD,38.9795562,-76.5305174,15922,0
Vincent,CA,34.5005487,-118.1164615,15922,0
Burlington,KY,39.02756,-84.7241133,15926,0
Wilkinsburg,PA,40.4417355,-79.8819942,15930,0
Clayton,MO,38.6425518,-90.3237263,15939,0
Easton,MD,38.7742826,-76.0763305,15945,0
Fayetteville,GA,33.4487257,-84.4549262,15945,0
Kingsland,GA,30.7999563,-81.6898261,15946,0
Middleburg Heights,OH,41.3614401,-81.812912,15946,0
Laconia,NH,43.5278546,-71.470351,15951,0
Laurinburg,NC,34.7740495,-79.4628248,15962,0
Troutdale,OR,45.5392862,-122.3873133,15962,0
Pecan Grove,TX,29.6260681,-95.7316156,15963,0
Walnut Park,CA,33.9680703,-118.2250723,15966,0
Coos Bay,OR,43.3665007,-124.2178903,15967,0
Abington,MA,42.1048228,-70.9453218,15985,0
Great Bend,KS,38.3644567,-98.7648073,15995,0
Cherry Hill,VA,38.5698417,-77.2669261,16000,0
Lemont,IL,41.673642,-88.0017261,16000,0
Gainesville,TX,33.6259414,-97.1333453,16002,0
South River,NJ,40.446495,-74.3859831,16008,0
Moraga,CA,37.8349263,-122.1296871,16016,0
Streetsboro,OH,41.2392227,-81.3459405,16028,0
Chickasha,OK,35.0565124006,-97.9602156885,16036,0
Fort Hunt,VA,38.7328926,-77.0580327,16045,0
Easthampton,MA,42.266757,-72.66898,16053,0
Overland,MO,38.7011626,-90.3623381,16062,0
Ukiah,CA,39.1501709,-123.2077831,16075,0
Maryland City,MD,39.0920531,-76.8177498,16093,0
Hueytown,AL,33.4512197,-86.9966606,16105,0
Asbury Park,NJ,40.2203907,-74.0120817,16116,0
Clayton,NC,35.650711,-78.4563914,16116,0
White Settlement,TX,32.7595737,-97.4583538,16116,0
Wolf Trap,VA,38.9398329,-77.286094,16131,0
Grosse Pointe Woods,MI,42.4436478,-82.9068603,16135,0
Groves,TX,29.9482695,-93.9171155,16144,0
Jollyville,TX,30.4427011,-97.7750088,16151,0
Cohoes,NY,42.7742446,-73.7001187,16168,0
Truckee,CA,39.327962,-120.1832533,16180,0
Laguna Woods,CA,33.6103009,-117.7253305,16192,0
Dublin,GA,32.5404447,-82.903754,16201,0
Sudley,VA,38.7928924,-77.4974897,16203,0
Beaver Dam,WI,43.4577692,-88.837329,16214,0
Bellmore,NY,40.6687125,-73.5270709,16218,0
Danville,KY,37.6456329,-84.7721702,16218,0
Hermitage,PA,41.2333897,-80.44868,16220,0
Santa Fe Springs,CA,33.9472359,-118.0853451,16223,0
Farmington,MO,37.7808846,-90.4217895,16240,0
Prospect Heights,IL,42.0953049,-87.9375694,16256,0
Roosevelt,NY,40.678713,-73.5890168,16258,0
Menomonee,WI,44.889275,-91.908747,16264,0
Secaucus,NJ,40.7895453,-74.0565298,16264,0
Morton,IL,40.6128161,-89.4592609,16267,0
Lansdale,PA,40.2414952,-75.2837862,16269,0
Amesbury,MA,42.8584235,-70.9300548,16283,0
Buckhall,VA,38.7317825,-77.4310987,16293,0
Mount Clemens,MI,42.5972563,-82.8779754,16314,0
Sikeston,MO,36.876719,-89.5878579,16318,0
North Salt Lake,UT,40.8485564,-111.9068824,16322,0
Bayshore Gardens,FL,27.4253195,-82.5903757,16323,0
Fort Thomas,KY,39.0750607,-84.4471633,16325,0
Greenfield,CA,36.3207998,-121.2438138,16330,0
Centralia,WA,46.7162136,-122.9542972,16336,0
New Milford,NJ,40.9350986,-74.0190281,16341,0
Tifton,GA,31.4504629,-83.5084973,16350,0
Hibbing,MN,47.4271546,-92.9376887,16361,0
Bon Air,VA,37.5248695,-77.5577654,16366,0
Estelle,LA,29.8457628,-90.1067399,16377,0
Culpeper,VA,38.4731815,-77.9966639,16379,0
Dyer,IN,41.4942021,-87.5217068,16390,0
Saint Michael,MN,45.209964,-93.6649642,16399,0
Cañon City,CO,38.440985,-105.242447,16400,0
Radford,VA,37.1317924,-80.5764477,16408,0
Marco Island,FL,25.9332355,-81.7009866,16413,0
Concord,MO,38.5244976,-90.3573395,16421,0
Frankfort,IN,40.2794809,-86.5108355,16422,0
Hazel Park,MI,42.4625362,-83.1040913,16422,0
Bethpage,NY,40.7442664,-73.4820687,16429,0
Phoenixville,PA,40.1303822,-75.5149128,16440,0
Springfield,TN,36.5092119,-86.8849984,16440,0
Bridgeview,IL,41.7500323,-87.8042216,16446,0
Red Wing,MN,44.5624676,-92.5338013,16459,0
Hillcrest Heights,MD,38.8328909,-76.9594189,16469,0
Defiance,OH,41.2844933,-84.3557802,16494,0
Rutland,VT,43.6106237,-72.9726065,16495,0
Artesia,CA,33.8658484,-118.0831212,16522,0
South Ogden,UT,41.1918886,-111.9713304,16532,0
Jenison,MI,42.9072481,-85.7919784,16538,0
Country Club Hills,IL,41.5680898,-87.7203257,16541,0
Clarksburg,WV,39.2806451,-80.3445341,16578,0
Pendleton,OR,45.672075,-118.7885967,16612,0
North Valley Stream,NY,40.6851028,-73.7017976,16628,0
Oak Grove,OR,45.4167863,-122.6400934,16629,0
Eloy,AZ,32.7558962,-111.554844,16631,0
Opelousas,LA,30.5335302,-92.081509,16634,0
Punta Gorda,FL,26.9297836,-82.0453664,16641,0
Lemay,MO,38.533386,-90.2792814,16645,0
El Segundo,CA,33.9191799,-118.4164652,16654,0
Cayey,PR,18.1119051,-66.166,16680,0
Bryant,AR,34.5959265,-92.4890469,16688,0
North Decatur,GA,33.7903828,-84.3060349,16698,0
Laurel,VA,37.6429229,-77.5088741,16713,0
Nipomo,CA,35.0427547,-120.4759986,16714,0
Takoma Park,MD,38.9778882,-77.0074765,16715,0
Westchester,IL,41.8505866,-87.8820048,16718,0
Southbridge,MA,42.0750954,-72.0334084,16719,0
Fremont,OH,41.3503303,-83.1218634,16734,0
Horizon City,TX,31.6926121,-106.2074793,16735,0
Hermiston,OR,45.8404101,-119.2894605,16745,0
Ferndale,MD,39.1831637,-76.640245,16746,0
El Reno,OK,35.5362215006,-97.9788324885,16749,0
Chalmette,LA,29.9427037,-89.9634017,16751,0
Candelaria,PR,18.4041147,-66.2087786,16760,0
North Aurora,IL,41.8061399,-88.3272952,16760,0
Beltsville,MD,39.0348317,-76.9074739,16772,0
Mineral Wells,TX,32.8084605,-98.1128223,16788,0
Helena,AL,33.296224,-86.8436004,16793,0
Ada,OK,34.7784784006,-96.7021280885,16810,0
Hinsdale,IL,41.8008642,-87.9370052,16816,0
San Carlos Park,FL,26.4673016,-81.8014742,16824,0
Fairview Park,OH,41.4414366,-81.8643039,16826,0
Sayville,NY,40.7359317,-73.0820556,16853,0
Bellaire,TX,29.7057858,-95.4588299,16855,0
Safety Harbor,FL,27.9908529,-82.6931553,16884,0
Durango,CO,37.27528,-107.8800667,16887,0
Griffith,IN,41.5283693,-87.4236497,16893,0
Aberdeen,WA,46.9753708,-123.8157218,16896,0
Glenvar Heights,FL,25.7076018,-80.3256076,16898,0
Tanque Verde,AZ,32.2517423,-110.7373056,16901,0
Morganton,NC,35.7454071,-81.6848188,16918,0
Center Point,AL,33.6456583,-86.6836001,16921,0
Yorkville,IL,41.6411409,-88.4472948,16921,0
Jenks,OK,36.0268208006,-95.9921108885,16924,0
Ashwaubenon,WI,44.4822137,-88.0701034,16963,0
