name,state_id,lat,lon,population,is_capital
Raton,NM,36.9033581,-104.4391532,6885,0
Auburn,GA,34.0137179,-83.8276759,6887,0
Longboat Key,FL,27.4125417,-82.6589881,6888,0
Oasis,CA,33.465863,-116.0988922,6890,0
Milltown,NJ,40.4562165,-74.4432073,6893,0
Mount Sterling,KY,38.0564679,-83.9432556,6895,0
Pikeville,KY,37.4792672,-82.5187629,6903,0
King,NC,36.280694,-80.3592197,6904,0
Umatilla,OR,45.9173549,-119.3425179,6906,0
Green Cove Springs,FL,29.9919085,-81.6781467,6908,0
Pelham,NY,40.9098215,-73.8079111,6910,0
Alta Sierra,CA,39.1415618,-121.0538368,6911,0
Richland,MS,32.2390366,-90.1584207,6912,0
Atherton,CA,37.4613272,-122.197743,6914,0
Martins Ferry,OH,40.0959055,-80.724526,6915,0
Sanger,TX,33.3631706,-97.1739028,6916,0
Saint Albans,VT,44.810879,-73.0831924,6918,0
Heath,TX,32.8365147,-96.474987,6921,0
Highland Heights,KY,39.0331169,-84.4518854,6923,0
Seaford,DE,38.6412256,-75.6110381,6928,0
Black Jack,MO,38.7933833,-90.2673346,6929,0
Colonial Heights,TN,36.4851024,-82.5032035,6934,0
Terrace Heights,WA,46.6062383,-120.4397854,6937,0
Litchfield,IL,39.1753256,-89.6542579,6939,0
Marion,SC,34.178216,-79.4006069,6939,0
Valley Park,MO,38.5492205,-90.4926214,6942,0
Bellbrook,OH,39.6356154,-84.0707681,6943,0
Etowah,NC,35.3176151,-82.5942893,6944,0
New Square,NY,41.1367622,-74.0379187,6944,0
Newport,TN,35.9670412,-83.1876578,6945,0
Bridgeport,MI,43.3594696,-83.8816364,6950,0
Crockett,TX,31.3182359,-95.4566136,6950,0
Monahans,TX,31.6627675,-103.09165,6953,0
East Hills,NY,40.7937115,-73.6270726,6955,0
Riverdale Park,MD,38.963444,-76.9316408,6956,0
Crete,NE,40.6277824,-96.9614174,6960,0
Russellville,KY,36.8453199,-86.887219,6960,0
Hitchcock,TX,29.3482905,-95.0160368,6961,0
Seward,NE,40.906953,-97.0989229,6964,0
Milton,WA,47.2481558,-122.312899,6968,0
Portage Lakes,OH,41.0072779,-81.5270617,6968,0
Freeland,MI,43.5250265,-84.1227598,6969,0
Sturtevant,WI,42.6980749,-87.8945229,6970,0
Kingston,RI,41.4803791,-71.5225598,6974,0
Burton,SC,32.4357481,-80.7239954,6976,0
Walden,NY,41.5612048,-74.1884806,6978,0
Orange Lake,NY,41.5398159,-74.0981992,6982,0
Savannah,TN,35.2248034,-88.2492037,6982,0
Barrington,NJ,39.8648357,-75.0551714,6983,0
Archbald,PA,41.4948038,-75.5368521,6984,0
Hampton,GA,33.3870578,-84.2829784,6987,0
Fairfield Glade,TN,36.0003475,-84.8863395,6989,0
East End,AR,34.5506494,-92.3409861,6998,0
Walled Lake,MI,42.537811,-83.4810481,6999,0
Greenville,IL,38.8922687,-89.4131356,7000,0
Pacific,MO,38.4819976,-90.7415194,7002,0
Ridley Park,PA,39.8812236,-75.3237993,7002,0
Mount Horeb,WI,43.008608,-89.7384562,7009,0
Idabel,OK,33.8996121006,-94.8501111885,7010,0
Perry,FL,30.1174351,-83.5818147,7017,0
Baltimore Highlands,MD,39.2331629,-76.636634,7019,0
Pleasantville,NY,41.1328736,-73.7926335,7019,0
Withamsville,OH,39.0622843,-84.2882706,7021,0
Hiawatha,IA,42.0358316,-91.6821238,7024,0
San Martin,CA,37.0849464,-121.6102216,7027,0
Alamo Heights,TX,29.4849531,-98.4658502,7031,0
Lakes of the Four Seasons,IN,41.4103151,-87.2130884,7033,0
Neptune Beach,FL,30.311908,-81.3964734,7037,0
Stratford,NJ,39.8267807,-75.0154461,7040,0
Galax,VA,36.6612387,-80.9239671,7042,0
Lexington,VA,37.7840208,-79.4428157,7042,0
Milton,PA,41.0120296,-76.8477412,7042,0
Vandalia,IL,38.960601,-89.0936778,7042,0
Albertville,MN,45.237742,-93.6544085,7044,0
Livingston,MT,45.6624354,-110.5610396,7044,0
Sioux Center,IA,43.0797067,-96.1755774,7048,0
Navasota,TX,30.3879845,-96.0877349,7049,0
Ambridge,PA,40.5892339,-80.22506,7050,0
Milton-Freewater,OR,45.9326346,-118.3877435,7050,0
Manhattan,IL,41.4225316,-87.9858863,7051,0
Savage,MD,39.1378858,-76.8238615,7054,0
Mims,FL,28.6652727,-80.8447766,7058,0
Sausalito,CA,37.8590938,-122.4852507,7061,0
Dayton,NJ,40.372607,-74.5101536,7063,0
West Glens Falls,NY,43.300072,-73.6840069,7071,0
Providence,UT,41.7063204,-111.817165,7075,0
La Junta,CO,37.9850091,-103.5438321,7077,0
Guadalupe,CA,34.971644,-120.5718363,7080,0
Sullivan,MO,38.2081045,-91.1604207,7081,0
Delafield,WI,43.060842,-88.4037079,7085,0
Benton,IL,37.9967163,-88.9200685,7087,0
Marshall,MI,42.2722641,-84.9633148,7088,0
Blackwell,OK,36.8084241006,-97.3066037885,7092,0
Linwood,NJ,39.3398382,-74.5751557,7092,0
Huntingdon,PA,40.4847959,-78.0102813,7093,0
Elkins,WV,38.9259397,-79.8467349,7094,0
Fort Belvoir,VA,38.7118208,-77.1459045,7100,0
Kenai,AK,60.5544444,-151.2583333,7100,0
Canal Winchester,OH,39.8428415,-82.8046182,7101,0
Delphos,OH,40.8433831,-84.341618,7101,0
Ocean City,MD,38.3365033,-75.0849058,7102,0
Cortland,OH,41.3303342,-80.7253575,7104,0
Venice Gardens,FL,27.0731119,-82.4075957,7104,0
Lake Dallas,TX,33.1192875,-97.0255641,7105,0
Tamaqua,PA,40.7973113,-75.9693708,7107,0
Atlantic,IA,41.4036007,-95.0138776,7112,0
Greenville,NY,40.9931534,-73.8198556,7116,0
Hudsonville,MI,42.870859,-85.8650358,7116,0
Plaquemine,LA,30.2890833,-91.2342744,7119,0
LaFayette,GA,34.7048022,-85.2818998,7121,0
Rumson,NJ,40.372054,-73.9990269,7122,0
Pomona,NJ,39.4784504,-74.5751557,7124,0
Gig Harbor,WA,47.329264,-122.5801293,7126,0
Midland Park,NJ,40.9892643,-74.1406988,7128,0
University Park,IL,41.446004,-87.7153324,7129,0
Escalon,CA,37.7974273,-120.9966033,7132,0
Independence,OH,41.3686645,-81.6379033,7133,0
Mantua,VA,38.8537233,-77.2594273,7135,0
Jessup,MD,39.1492746,-76.7752493,7137,0
North Bay Village,FL,25.8462075,-80.1539351,7137,0
Crystal City,TX,28.6774795,-99.8281104,7138,0
Devils Lake,ND,48.1144671057,-98.8585016453,7141,0
Gulf Hills,MS,30.4304761,-88.8422509,7144,0
Madison Park,NJ,40.4514954,-74.3079248,7144,0
Selah,WA,46.6540153,-120.5300666,7147,0
Centerville,GA,32.630145,-83.6896285,7148,0
Huron,OH,41.3950489,-82.5551733,7149,0
Orland Hills,IL,41.5853107,-87.8431078,7149,0
Catoosa,OK,36.1929344006,-95.7696000885,7151,0
Blandon,PA,40.4412047,-75.886871,7152,0
Logan,OH,39.5400672,-82.4070986,7152,0
Pinehurst,MA,42.5292606,-71.2281122,7152,0
Glenolden,PA,39.9001126,-75.2890745,7153,0
Clewiston,FL,26.7542312,-80.9336753,7155,0
Pinson,AL,33.6889908,-86.6833229,7163,0
Heber Springs,AR,35.4914677,-92.03126,7165,0
Hood River,OR,45.7053966,-121.5214623,7167,0
Lake of the Woods,VA,38.3342781,-77.7598587,7177,0
Nitro,WV,38.4148146,-81.8440197,7178,0
Makawao,HI,20.8493548,-156.316694,7184,0
Yardville,NJ,40.1812212,-74.6643248,7186,0
Fletcher,NC,35.4306712,-82.5012316,7187,0
Norwich,NY,42.531184,-75.5235149,7190,0
Dayton,TN,35.4939587,-85.0124535,7191,0
El Rio,CA,34.235783,-119.16383,7198,0
Woodland Park,CO,38.9938808,-105.0569301,7200,0
Inverness,FL,28.8358176,-82.3303715,7210,0
Leola,PA,40.087875,-76.1849534,7214,0
Putnam,CT,41.9150978,-71.9089613,7214,0
Stone Ridge,VA,38.9295809,-77.5552291,7214,0
Bastrop,TX,30.1104947,-97.3152701,7218,0
Hooper,UT,41.1638324,-112.1224431,7218,0
Middletown,KY,38.2453487,-85.5388489,7218,0
Saint Francis,MN,45.386909,-93.3593978,7218,0
Ashland,VA,37.7590318,-77.4799837,7225,0
Clinton,IL,40.1536479,-88.9645253,7225,0
Dunellen,NJ,40.5892696,-74.4718201,7227,0
Clarkston,WA,46.4162724,-117.0451581,7229,0
Gonzales,TX,29.5016257,-97.4524926,7237,0
Southport,NY,42.0547964,-76.8191233,7238,0
Keyport,NJ,40.4331631,-74.1995883,7240,0
Dayton,TX,30.0466051,-94.8852026,7242,0
Smithville,NJ,39.4940064,-74.4570947,7242,0
Trumann,AR,35.6736895,-90.5073285,7243,0
Bryans Road,MD,38.6270623,-77.0730325,7244,0
North Patchogue,NY,40.7870428,-73.0089966,7246,0
Page,AZ,36.9147222,-111.4558333,7247,0
Fairview,TX,33.1578952,-96.6316593,7248,0
Guánica,PR,17.971633,-66.9079537,7254,0
Mahomet,IL,40.1953106,-88.4042234,7258,0
Strathmore,NJ,40.3959416,-74.2134775,7258,0
Chehalis,WA,46.6620478,-122.9640175,7259,0
Cotati,CA,38.3268593,-122.7072098,7265,0
Washington,IA,41.2991837,-91.6929449,7266,0
Westphalia,MD,38.845391,-76.8110815,7266,0
Odessa,FL,28.1939007,-82.5917642,7267,0
Winooski,VT,44.491438,-73.1856832,7267,0
Belen,NM,34.6628367,-106.776416,7269,0
Piñon Hills,CA,34.433331,-117.6467225,7272,0
Tell City,IN,37.9514447,-86.7677663,7272,0
Fort Bragg,CA,39.445723,-123.8052935,7273,0
North Springfield,VA,38.8042798,-77.2047041,7274,0
Lincolnshire,IL,42.1900249,-87.9084039,7275,0
Mead,WA,47.7673923,-117.354939,7275,0
New Cumberland,PA,40.2323122,-76.8846956,7277,0
Swainsboro,GA,32.5973857,-82.3337376,7277,0
Woodlake,CA,36.4135606,-119.0987176,7279,0
Savoy,IL,40.054753,-88.2517165,7280,0
Hudson Falls,NY,43.3006281,-73.5859487,7281,0
Bermuda Dunes,CA,33.7427991,-116.2891752,7282,0
Mount Carmel,IL,38.4108801,-87.7614174,7284,0
Westmere,NY,42.6911892,-73.8687344,7284,0
Oceano,CA,35.0988648,-120.612393,7286,0
Williston Park,NY,40.75649,-73.6448513,7287,0
Nebraska City,NE,40.6766683,-95.8591686,7289,0
Orland,CA,39.7473803,-122.1963748,7291,0
Buda,TX,30.0852135,-97.8402827,7295,0
New London,WI,44.3927582,-88.7398256,7295,0
Canóvanas,PR,18.3782623,-65.9056191,7297,0
Park City,KS,37.8000123,-97.3183762,7297,0
Rockland,ME,44.1036915,-69.1089294,7297,0
La Feria,TX,26.1589644,-97.8238853,7302,0
Corbin,KY,36.9486986,-84.0968761,7304,0
Shorewood,MN,44.9007963,-93.5891242,7307,0
Knoxville,IA,41.3208297,-93.1093708,7313,0
Bonner Springs,KS,39.059726,-94.8835754,7314,0
Beebe,AR,35.0706424,-91.8795856,7315,0
Jennings Lodge,OR,45.3912314,-122.6125923,7315,0
Amory,MS,33.9842768,-88.488099,7316,0
Fanwood,NJ,40.6409358,-74.383484,7318,0
Middleborough,MA,41.8929730083,-70.9148795728,7319,0
Woodlake,VA,37.42106,-77.67931,7319,0
Palmyra,PA,40.3089798,-76.5933013,7320,0
Interlaken,CA,36.9513409,-121.7338382,7321,0
New Prague,MN,44.5432966,-93.5760652,7321,0
Laughlin,NV,35.1677771,-114.5730208,7323,0
Lowell,AR,36.2553543,-94.1307587,7327,0
West Dundee,IL,42.0980812,-88.2828581,7331,0
Wauseon,OH,41.5492182,-84.1416147,7332,0
Collinsville,VA,36.7151372,-79.9153176,7335,0
Tallulah,LA,32.4084765,-91.1867771,7335,0
Hudson,NH,42.7648108,-71.4397876,7336,0
Helotes,TX,29.5780056,-98.6897451,7341,0
Southwest Ranches,FL,26.0587001,-80.3372733,7345,0
Victoria,MN,44.8585738,-93.6616266,7345,0
Hastings,MI,42.6458683,-85.2908404,7350,0
Mukwonago,WI,42.8666803,-88.3334274,7355,0
Saint Augustine Shores,FL,29.8108033,-81.3103487,7359,0
Hatboro,PA,40.1742757,-75.1068388,7360,0
Mansfield,MA,42.0334326,-71.2189405,7360,0
Rio Vista,CA,38.1557502,-121.6913439,7360,0
Othello,WA,46.8259742,-119.1752913,7364,0
Sandpoint,ID,48.2765903,-116.5532476,7365,0
Mendota,IL,41.5472547,-89.1175851,7372,0
Shamokin,PA,40.7889746,-76.5588473,7374,0
Fort Lupton,CO,40.0847055,-104.8130275,7377,0
Baldwinsville,NY,43.1586786,-76.3327095,7378,0
Sebastopol,CA,38.4021359,-122.8238806,7379,0
Carneys Point,NJ,39.7112247,-75.4701961,7382,0
Glastonbury Center,CT,41.7009328,-72.5995347,7387,0
Belgrade,MT,45.7760403,-111.1768973,7389,0
Clinton,MA,42.416759,-71.6828468,7389,0
Winnemucca,NV,40.9729584,-117.7356849,7396,0
Skiatook,OK,36.3723719006,-96.0251677885,7397,0
Palmyra,NJ,40.0070565,-75.0282271,7398,0
Inverness,IL,42.1180815,-88.0961865,7399,0
Larose,LA,29.572438,-90.3817483,7400,0
Emerson,NJ,40.976209,-74.0262505,7401,0
Northport,NY,40.9009313,-73.3431727,7401,0
Kosciusko,MS,33.0576295,-89.5875764,7402,0
Ormond-by-the-Sea,FL,29.3491449,-81.0664455,7406,0
Mount Joy,PA,40.109818,-76.5032996,7410,0
Brattleboro,VT,42.8509152,-72.5578678,7414,0
Joshua Tree,CA,34.134728,-116.3130661,7414,0
Independent Hill,VA,38.6359523,-77.4377636,7419,0
Sandwich,IL,41.6458634,-88.6217432,7421,0
Flatwoods,KY,38.5225805,-82.7171081,7423,0
Celebration,FL,28.3252878,-81.5331286,7427,0
River Oaks,TX,32.7770737,-97.394463,7427,0
Ville Platte,LA,30.6879749,-92.2715157,7430,0
Payette,ID,44.0782195,-116.9337711,7433,0
Lugoff,SC,34.2273712,-80.6892487,7434,0
Donaldsonville,LA,30.1010323,-90.9928773,7436,0
Fairlawn,OH,41.127833,-81.609844,7437,0
Orono,MN,44.9713519,-93.6044033,7437,0
Lemoore Station,CA,36.2632757,-119.9048457,7438,0
Fairfax,CA,37.9871455,-122.5888686,7441,0
Mentor-On-The-Lake,OH,41.7134922,-81.3650518,7443,0
Twin Rivers,NJ,40.2639987,-74.4912635,7443,0
Brighton,MI,42.5294773,-83.7802214,7444,0
Carl Junction,MO,37.1767249,-94.5655066,7445,0
Nantucket,MA,41.2834563,-70.0994605,7446,0
La Follette,TN,36.3718933,-84.1253092,7456,0
Mexia,TX,31.6798895,-96.482203,7459,0
Ojai,CA,34.4480495,-119.242889,7461,0
Fishersville,VA,38.0990233,-78.9691923,7462,0
Batesville,MS,34.3114982,-89.9442567,7463,0
Wesley Chapel,NC,35.0070935,-80.6745131,7463,0
Haddon Heights,NJ,39.8773356,-75.0646165,7473,0
Rockville,CT,41.8667645,-72.4495287,7474,0
Forest City,NC,35.3340108,-81.8651028,7476,0
Philadelphia,MS,32.7715227,-89.1167275,7477,0
Pineville,NC,35.0832014,-80.8922957,7479,0
Silvis,IL,41.5122561,-90.4151301,7479,0
Waikele,HI,21.402559,-158.0058019,7479,0
Saint Louis,MI,43.4083637,-84.6066704,7482,0
Demopolis,AL,32.5176361,-87.836402,7483,0
Mascoutah,IL,38.490327,-89.793154,7483,0
Salem,IL,38.6269929,-88.9456158,7485,0
Lander,WY,42.833014,-108.7306725,7487,0
Maryville,IL,38.7236594,-89.9559348,7487,0
Seminole,OK,35.2284675006,-96.6943560885,7488,0
Oak Grove,KY,36.6650471,-87.4427878,7489,0
Villa Hills,KY,39.0633933,-84.5929998,7489,0
Plymouth,MA,41.9584367,-70.6672577,7494,0
Round Lake Park,IL,42.3569661,-88.0767474,7505,0
Aurora,MO,36.970891,-93.717979,7508,0
Braselton,GA,34.1092735,-83.7626729,7511,0
Canfield,OH,41.0250584,-80.7609121,7515,0
Green,OR,43.160394,-123.3678491,7515,0
Highlands,TX,29.818836,-95.0560404,7522,0
Carencro,LA,30.317144,-92.0490096,7526,0
Glen Ridge,NJ,40.805378,-74.2037566,7527,0
Globe,AZ,33.3942223,-110.7864984,7532,0
Monona,WI,43.0622189,-89.3340068,7533,0
Butler,NJ,41.0037087,-74.3415394,7539,0
Yorkshire,VA,38.7931699,-77.4477662,7541,0
Garnet,CA,33.9019598,-116.5455688,7543,0
Murrells Inlet,SC,33.5510021,-79.0414261,7547,0
Firebaugh,CA,36.8588376,-120.4560072,7549,0
Richfield,UT,38.7724674,-112.0840943,7551,0
Clarkston,GA,33.8095487,-84.2396434,7554,0
Signal Mountain,TN,35.1225727,-85.3438488,7554,0
Tiverton,RI,41.6259357,-71.2133801,7557,0
Hillcrest,NY,41.1278734,-74.0409743,7558,0
Park City,UT,40.6460622,-111.4979729,7558,0
Juncos,PR,18.2274558,-65.920997,7564,0
Catalina,AZ,32.5055556,-110.9211111,7569,0
Park City,IL,42.3483554,-87.8842397,7570,0
Pasadena Hills,FL,28.2879115,-82.2376489,7570,0
Sandston,VA,37.5234794,-77.3158118,7571,0
San Antonio,PR,18.4488351,-66.302669,7574,0
Willow Street,PA,39.9792659,-76.2763474,7578,0
Seffner,FL,27.9836329,-82.2756468,7579,0
Center Moriches,NY,40.8003767,-72.7898233,7580,0
Sappington,MO,38.5369976,-90.3798401,7580,0
Charlestown,IN,38.45312,-85.6702407,7585,0
Berlin,NJ,39.7912262,-74.9290536,7588,0
Jasper,TX,30.9201995,-93.9965759,7590,0
Butner,NC,36.1320893,-78.7566714,7591,0
Liberty Lake,WA,47.6482324,-117.0924218,7591,0
Long Branch,VA,38.8302582,-77.2713186,7593,0
Acton,CA,34.469994,-118.1967418,7596,0
Bluffdale,UT,40.4896712,-111.9388244,7598,0
Brevard,NC,35.2334472,-82.7342919,7609,0
Gurabo,PR,18.2543987,-65.9729421,7609,0
Hyrum,UT,41.6340996,-111.8521653,7609,0
Baxter,MN,46.3433005,-94.286666,7610,0
Sound Beach,NY,40.9562099,-72.9678811,7612,0
Evergreen,MT,48.2257941,-114.2762407,7616,0
Powdersville,SC,34.7917845,-82.4929054,7618,0
Gettysburg,PA,39.8309293,-77.2310955,7620,0
Jersey Village,TX,29.887725,-95.5629984,7620,0
Tega Cay,SC,35.024312,-81.0278546,7620,0
Iron Mountain,MI,45.8202334,-88.0659603,7624,0
Wood-Ridge,NJ,40.8456555,-74.0879195,7626,0
Fair Plain,MI,42.0869852,-86.4558551,7631,0
Arcadia,FL,27.2158826,-81.8584164,7637,0
Connellsville,PA,40.0178522,-79.5894828,7637,0
Crescent City,CA,41.7559481,-124.2017474,7643,0
Stayton,OR,44.8006775,-122.7945333,7644,0
Ridgefield,CT,41.2814842,-73.4981792,7645,0
Tremonton,UT,41.7118728,-112.1655079,7647,0
Marengo,IL,42.2486332,-88.6084269,7648,0
Lake Geneva,WI,42.5916836,-88.4334301,7651,0
Charles City,IA,43.0663613,-92.6724112,7652,0
Lexington,TN,35.6509029,-88.3933796,7652,0
Pismo Beach,CA,35.1427533,-120.6412827,7655,0
Bloomingdale,NJ,41.002042,-74.3265388,7656,0
Franklin,LA,29.7960399,-91.5015002,7660,0
Princeton,IL,41.3680919,-89.4648145,7660,0
Whitehouse,TX,32.2268212,-95.2255041,7660,0
Corning,CA,39.9276572,-122.1791556,7663,0
Hawthorn Woods,IL,42.2169686,-88.0495211,7663,0
Ephrata,WA,47.3176385,-119.5536491,7664,0
Blanchard,OK,35.1417915006,-97.6818765885,7670,0
Templeton,CA,35.5496939,-120.7060049,7674,0
Cleveland,TX,30.34132,-95.0854885,7675,0
Fruitvale,CO,39.081648,-108.4967579,7675,0
Galliano,LA,29.4421645,-90.2992464,7676,0
Mahtomedi,MN,45.0696886,-92.9516037,7676,0
Newcastle,OK,35.2512343006,-97.6235430885,7685,0
Rockton,IL,42.4525157,-89.0723317,7685,0
Hollymead,VA,38.1170802,-78.4416772,7690,0
Hales Corners,WI,42.937515,-88.0486982,7692,0
McCook,NE,40.2019477,-100.6257077,7698,0
Holly Springs,MS,34.7675967,-89.4486894,7699,0
Perry,IA,41.8385964,-94.1071797,7702,0
Fern Park,FL,28.6491649,-81.3511796,7704,0
University of Virginia,VA,38.0332854,-78.5131505,7704,0
Calipatria,CA,33.1255957,-115.5141538,7705,0
Bridge City,LA,29.9332605,-90.1700748,7706,0
Bernardsville,NJ,40.718712,-74.569324,7707,0
Houghton,MI,47.1218715,-88.5690118,7708,0
Winsted,CT,41.9212066,-73.0601078,7712,0
Robinson,IL,39.0053201,-87.7391936,7713,0
Thousand Palms,CA,33.8200183,-116.3902887,7715,0
Fort Dix,NJ,40.0298354,-74.61849,7716,0
Brooksville,FL,28.5552719,-82.3878709,7719,0
Wading River,NY,40.9503762,-72.8426016,7719,0
Fairview,TN,35.9820074,-87.1213953,7720,0
Monessen,PA,40.1484053,-79.8878254,7720,0
New Albany,OH,40.0811745,-82.8087864,7724,0
Purcellville,VA,39.1367717,-77.7147153,7727,0
Scotia,NY,42.8264652,-73.9642915,7729,0
Oak Hill,WV,37.9723339,-81.1487136,7730,0
Ripon,WI,43.8422049,-88.8359447,7733,0
York,SC,34.9943021,-81.2420175,7736,0
Olivette,MO,38.6653297,-90.3759499,7737,0
Pittston,PA,41.3259134,-75.7893604,7739,0
Ellsworth,ME,44.5434095,-68.4194642,7741,0
Herkimer,NY,43.0256259,-74.9859889,7743,0
Port Jefferson,NY,40.9464875,-73.0692732,7750,0
Innsbrook,VA,37.6552358,-77.5775051,7753,0
Osceola,AR,35.7050778,-89.969532,7757,0
Luquillo,PR,18.3724507,-65.7165511,7761,0
Hartsville,SC,34.3740431,-80.0734005,7764,0
Yreka,CA,41.7354187,-122.6344708,7765,0
Wahpeton,ND,46.2652367,-96.6059072,7766,0
York,NE,40.8680673,-97.5919955,7766,0
Harrison,TN,35.1136838,-85.1380092,7769,0
Sheboygan Falls,WI,43.7291617,-87.8106439,7775,0
Summit Park,UT,40.7457808,-111.6115928,7775,0
Clear Lake,IA,43.1380151,-93.3793725,7777,0
Oakdale,LA,30.8160276,-92.660421,7780,0
Grand Ledge,MI,42.7533685,-84.7463757,7786,0
Wyoming,MN,45.3363551,-92.9971631,7791,0
Colonie,NY,42.7178558,-73.8334554,7793,0
DuBois,PA,41.1166219735,-78.7640762728,7794,0
Winslow,ME,44.5470106,-69.6211563,7794,0
Oak Grove,MO,39.0050073,-94.1293909,7795,0
Rhinelander,WI,45.6366228,-89.4120753,7798,0
Fountain Inn,SC,34.6890095,-82.1956679,7799,0
Box Elder,SD,44.1124877,-103.0682323,7800,0
Richland Hills,TX,32.8159623,-97.2280695,7801,0
Lamar,CO,38.0872307,-102.6207496,7804,0
Garden City Park,NY,40.7409348,-73.6626297,7806,0
McFarland,WI,43.0124984,-89.2898397,7808,0
Prien,LA,30.1818739,-93.2737655,7810,0
Sutherlin,OR,43.3901177,-123.3125763,7810,0
Three Rivers,MI,41.9439368,-85.632493,7811,0
Caldwell,NJ,40.8398218,-74.2765366,7822,0
Flowood,MS,32.3095903,-90.1389757,7823,0
Cushing,OK,35.9890113006,-96.7907530885,7826,0
Wasilla,AK,61.5813889,-149.4394444,7831,0
Conshohocken,PA,40.0792766,-75.3015714,7833,0
Creston,IA,41.0586002,-94.3613475,7834,0
Calumet Park,IL,41.6628119,-87.6606037,7835,0
Marion,NC,35.6840131,-82.0092745,7838,0
Port Jefferson Station,NY,40.9253764,-73.0473284,7838,0
Bridge City,TX,30.0207678,-93.8457255,7840,0
Old Town,ME,44.9342349,-68.6453092,7840,0
Bridgewater,MA,41.9903787,-70.9750426,7841,0
Montvale,NJ,41.0467635,-74.0229173,7844,0
Black Mountain,NC,35.6178951,-82.3212302,7848,0
Memphis,FL,27.5358708,-82.561208,7848,0
Hastings-on-Hudson,NY,40.9945421,-73.8787461,7849,0
Kalifornsky,AK,60.4183333,-151.29,7850,0
Milan,TN,35.9197886,-88.7589489,7851,0
Temple Hills,MD,38.8140024,-76.9455296,7852,0
Montpelier,VT,44.2600593,-72.5753869,7855,1
White Oak,PA,40.3375695,-79.8092133,7862,0
Dexter,MO,36.7958866,-89.9578688,7864,0
Saint Johns,MI,43.001143,-84.5591521,7865,0
Briarcliff Manor,NY,41.1456512,-73.8237456,7867,0
Sans Souci,SC,34.8778952,-82.4240114,7869,0
Hartsville,TN,36.3908826,-86.1672107,7870,0
Pulaski,TN,35.1998023,-87.0308412,7870,0
Hubbard,OH,41.1564463,-80.569239,7874,0
Kirtland,NM,36.7341684,-108.3598009,7875,0
Calimesa,CA,34.0039039,-117.0619755,7879,0
Dumbarton,VA,37.6037568,-77.4913737,7879,0
Newport,AR,35.6048018,-91.2817951,7879,0
Warrenton,MO,38.811436,-91.1415375,7880,0
Oak Brook,IL,41.8328085,-87.9289504,7883,0
Moncks Corner,SC,33.1960027,-80.0131374,7885,0
Siler City,NC,35.7234734,-79.4622431,7887,0
Camp Hill,PA,40.2398118,-76.9199742,7888,0
Wilmington Manor,DE,39.6867795,-75.5843695,7889,0
Crookston,MN,47.7741383,-96.6081212,7891,0
Downingtown,PA,40.0064958,-75.7032742,7891,0
South Beloit,IL,42.4930708,-89.0367764,7892,0
Wilson,PA,40.6839875,-75.2418439,7896,0
River Rouge,MI,42.2733718,-83.1343677,7903,0
Crestwood Village,NJ,39.9481727,-74.360703,7907,0
Dunbar,WV,38.3606509,-81.7373485,7907,0
Brazil,IN,39.523652,-87.1250154,7912,0
Gold River,CA,38.6262937,-121.2466156,7912,0
Kenilworth,NJ,40.6764911,-74.2907032,7914,0
Chestnut Ridge,NY,41.084263,-74.0556966,7916,0
Juana Díaz,PR,18.0524629,-66.5065611,7916,0
Ione,CA,38.3526913,-120.9327177,7918,0
Ellwood City,PA,40.8617303,-80.2864515,7921,0
Los Altos Hills,CA,37.3796627,-122.1374637,7922,0
Dalhart,TX,36.0594772,-102.5132497,7930,0
Lincoln City,OR,44.9581644,-124.0178914,7930,0
Broadview,IL,41.8639201,-87.8533931,7932,0
Cumberland Hill,RI,41.9745431,-71.4670043,7934,0
Fair Lakes,VA,38.853038,-77.388562,7942,0
Francisville,KY,39.1050586,-84.7243917,7944,0
Four Corners,MD,39.0203874,-77.0127545,7945,0
Rayne,LA,30.234925,-92.2684617,7953,0
Hailey,ID,43.5196288,-114.3153245,7960,0
Murphysboro,IL,37.7644952,-89.3350888,7970,0
Carnegie,PA,40.4086802,-80.0833885,7972,0
Quincy,FL,30.5871392,-84.5832453,7972,0
Jefferson,WI,43.0055594,-88.8073273,7973,0
Oakdale,NY,40.7439872,-73.1387242,7974,0
Westgate,FL,26.6994068,-80.098805,7975,0
White City,OR,42.4373477,-122.85893,7975,0
Granbury,TX,32.4420826,-97.7941967,7978,0
Oradell,NJ,40.9587093,-74.0368064,7978,0
Mapleton,UT,40.1302338,-111.5785281,7979,0
Pleasant View,UT,41.3182755,-111.9921649,7979,0
Summit,WA,47.1617666,-122.3570651,7985,0
Cheat Lake,WV,39.6720244,-79.8533907,7988,0
Blair,NE,41.5444379,-96.1250151,7990,0
London,KY,37.1289771,-84.0832646,7993,0
Montrose,VA,37.5207021,-77.3783141,7993,0
Newton,NJ,41.0581527,-74.7526651,7997,0
Kirby,TX,29.4632876,-98.3855702,8000,0
Brookhaven,PA,39.8692789,-75.3824144,8006,0
Trophy Club,TX,32.9979014,-97.1836246,8024,0
Ruidoso,NM,33.3317494,-105.6730411,8029,0
Geneseo,NY,42.795896,-77.816947,8031,0
Oak Grove,MN,45.3407981,-93.326897,8031,0
New Albany,MS,34.4942683,-89.0078418,8034,0
San Lorenzo,PR,18.189402,-65.9609971,8037,0
Long Grove,IL,42.1783584,-87.9978518,8043,0
Bay Minette,AL,30.8829628,-87.7730474,8044,0
